784.6001 1135.571 0 -0.02359831 -0.9997216
815.2679 1134.93 30.6744785308838 -0.01099479 -0.9999396
844.6398 1134.911 60.0463714599609 -0.002048373 -0.9999979
875.0436 1134.808 90.4504146575928 -0.001847863 -0.9999983
905.283 1134.799 120.689735412598 0.004131136 -0.9999915
934.9677 1135.055 150.375551223755 0.05904382 -0.9982554
964.7734 1138.318 180.359313964844 0.1677761 -0.9858252
995.2703 1145.318 211.649354934692 0.3077888 -0.9514547
1025.028 1157.81 243.922914505005 0.3825578 -0.9239317
1054.498 1169.842 275.754606246948 0.3815603 -0.9243439
1079.219 1180.179 302.548864364624 0.3191902 -0.9476907
1102.047 1185.857 326.072883605957 0.1833147 -0.9830543
1127.149 1189.116 351.385223388672 0.09871602 -0.9951157
1160.17 1191.623 384.50191116333 0.06429368 -0.9979311
1182.123 1192.658 406.479455947876 0.0466392 -0.9989119
1208.36 1193.873 432.744598388672 0.03987533 -0.9992047
1235.623 1194.793 460.022594451904 -0.003609776 -0.9999935
1271.598 1193.644 496.015548706055 -0.03843856 -0.999261
1306.97 1192.049 531.42370223999 -0.07725787 -0.9970111
1340.477 1188.307 565.138957977295 -0.1019143 -0.9947932
1369.225 1185.671 594.008089065552 -0.09411526 -0.9955613
1398.31 1182.84 623.230533599854 -0.114346 -0.993441
1430.229 1178.649 655.423355102539 -0.1272429 -0.9918715
1467.004 1174.027 692.487098693848 -0.125325 -0.9921157
1492.771 1170.749 718.46262550354 -0.1135327 -0.9935344
1519.772 1167.997 745.602956771851 -0.08889008 -0.9960414
1546.772 1165.93 772.682252883911 -0.08344746 -0.9965122
1572.312 1163.598 798.328052520752 -0.0766077 -0.9970613
1598.067 1161.989 824.133642196655 -0.0760113 -0.9971071
1625.75 1159.524 851.926485061646 -0.1055453 -0.9944146
1650.008 1156.476 876.375202178955 -0.09285724 -0.9956795
1678.284 1154.625 904.711477279663 -0.07567847 -0.9971323
1705.723 1152.247 932.25301361084 -0.08113801 -0.9967029
1732.784 1150.188 959.392517089844 -0.06582308 -0.9978314
1764.228 1148.388 990.888347625732 -0.06089294 -0.9981443
1792.092 1146.57 1018.81147575378 -0.04263735 -0.9990907
1820.696 1145.978 1047.42087173462 0.03766942 -0.9992902
1848.6 1148.7 1075.45774269104 0.1151181 -0.9933518
1878.7 1152.7 1105.8223361969 0.1732973 -0.9848697
1906 1158.8 1133.79560661316 0.2394996 -0.9708965
1931.4 1165.7 1160.11612892151 0.3074293 -0.9515709
1958 1175.6 1188.49868011475 0.4260512 -0.904699
1983 1190 1217.34934234619 0.5633372 -0.826227
2004.2 1207.1 1244.5862121582 0.6943331 -0.7196538
2022.489 1228.1 1272.43389701843 0.8111242 -0.5848739
2038.835 1255.133 1304.02465629578 0.8790351 -0.476757
2053.169 1284.666 1336.85226249695 0.9165804 -0.3998505
2064.145 1313.15 1367.37812805176 0.9349459 -0.3547901
2076.104 1345.106 1401.49840164185 0.9458216 -0.3246866
2084.781 1373.266 1430.96549606323 0.9578987 -0.2871063
2093.3 1402.477 1461.39277076721 0.9620903 -0.272731
